Image Filename,Center RGB R,Center RGB G,Center RGB B,Mean RGB R,Mean RGB G,Mean RGB B,StdDev RGB R,StdDev RGB G,StdDev RGB B,Mode
20230311.png,73,87,51,71.16,85.52,48.4,10.750553474124018,11.143141388315954,8.602325267042628,0
20230311.png,51,68,36,52.8,68.84,39.4,2.9664793948382644,3.574129264590188,4.724404724407087,0
20230311.png,72,88,39,79.8,95.72,48.84,12.076423311560422,12.213173215835432,11.127191918898497,0
20230311.png,83,83,57,81.24,81.04,55.24,5.124685356195052,5.35522175077746,5.186752355761744,0
20230311.png,83,91,54,81.24,88.48,52.36,4.793996245305163,6.280891656444967,4.1749730538052585,0
20230311.png,77,99,50,80.16,98.28,51.84,4.747041183726974,5.646379370888924,3.966661064421814,0
20230217.png,79,107,46,78.2,106.4,44.8,5.782732917920384,6.157921727336261,5.73410847473258,0
20230217.png,83,85,61,77.8,79.4,51.68,11.153474794878948,11.04173899347381,11.227537575087425,0
20230217.png,97,94,63,89.72,86.32,55.72,9.241298610043938,9.400936123599607,9.092942318083844,0
20230217.png,58,67,40,55.8,63.48,36.32,8.836288813749809,8.741258490629367,9.735378780509775,0
20230207.png,73,83,46,76.84,85.92,49.48,8.018378888528527,5.16852009766819,9.14820200913819,0
20230207.png,87,88,54,76.28,78.68,51.56,11.28014184307981,10.395075757299706,11.074583513613504,0
20230207.png,73,85,47,78.52,88.6,51.36,4.7759396981117765,3.2741411087489793,3.6097645352571135,0
20230207.png,54,67,41,57.28,69.76,42.28,4.919512170937277,4.072149309639812,3.328903723450108,0
20230207.png,59,68,37,62.36,72.12,42.2,5.275452587219414,5.587987115232105,5.8991524815010505,0
20230207.png,54,72,34,53.44,73.92,37.4,5.8452031615676106,4.955158927824616,3.6331804249169903,0
20230207.png,51,67,40,49.72,65.88,37.28,1.822525719983123,1.557433786714543,5.110929465371246,0
20230207.png,63,69,41,61.68,71.8,35.8,6.379467062380681,5.670978751503131,9.160785992479031,0
20241118.png,76,79,48,72.88,76.92,45.24,5.202460956124515,7.625850772208961,6.7247602187736035,0
20241118.png,62,69,38,64.36,69.8,40.16,6.95056832208705,3.709447398198281,4.267833173871725,0
20241118.png,74,82,58,71.64,75.12,52.48,9.670077559151219,7.575328375720752,8.099975308604341,0
20241118.png,106,98,75,105.08,96.48,73.68,3.5090739519138094,3.6891191360540256,3.5857495729623947,0
20241118.png,62,71,42,61.88,71.28,42.16,6.414483611328352,5.095252692457951,5.158914614528912,0
20241118.png,51,73,35,54.4,75.2,39.6,7.828154316312371,6.846897107449476,8.94427190999916,0
20241118.png,48,61,35,54.72,65.96,39.68,3.549873237173405,3.8416663051337507,4.007193531637821,0
20241029.png,72,92,55,66.4,87.0,49.4,5.706137047074842,5.223025942880239,5.0990195135927845,0
20241029.png,49,65,38,56.04,72.24,43.44,4.485353943670443,4.632752961253169,4.243394867320269,0
20241029.png,65,72,38,69.92,80.04,42.8,5.541985203877759,5.126246189952255,3.0983866769659336,0
20241029.png,102,88,62,106.96,92.96,66.96,3.399764697740124,3.399764697740124,3.399764697740124,0
20241029.png,110,93,73,106.28,91.12,71.04,7.324042599548421,8.828680535617993,8.47339365307667,0
20241029.png,79,74,54,77.16,71.16,51.52,3.107153037750152,2.6785070468453127,2.282454818829937,0
20241029.png,94,77,61,98.52,81.52,65.68,4.750747309634559,4.614065452504981,4.183013267968438,0
20241015.png,102,81,62,104.92,86.32,65.76,5.795998619737586,5.876869915184442,5.630488433519777,0
20241015.png,70,70,44,75.56,74.76,49.4,5.7901986149008735,5.338763901878412,5.5641710972974225,0
20241015.png,101,89,67,105.6,93.6,71.12,3.9597979746446677,3.9597979746446677,4.2362247343595945,0
20241015.png,103,103,69,100.4,99.8,66.0,3.6551333764994127,4.2047592083257275,3.9899874686520005,0
20241015.png,103,90,73,101.32,88.72,70.72,12.121782047207416,11.755917658779342,12.021713688156112,0
20241015.png,73,89,52,74.92,88.36,51.6,2.62175513730783,4.09760905895133,2.884441020371191,0
20241015.png,73,110,58,81.48,112.64,57.24,5.940505029035831,4.37154434954056,7.674789899404413,0
20241015.png,67,85,45,71.16,89.16,49.16,4.88,4.88,4.88,0
20241015.png,76,81,58,76.4,81.2,58.0,7.924645102463579,6.241794613730894,5.939696961966999,0
20240928.png,103,98,69,104.52,99.52,70.76,8.400571409136406,7.88477012981355,8.071084189871891,0
20240928.png,91,98,65,88.84,95.04,62.52,3.885151219708185,4.573663739279485,4.050876448375092,0
20240729.png,152,149,116,148.6,144.56,111.04,5.019960159204454,6.639759031772161,7.056798140800119,0
20240729.png,103,108,68,105.68,109.08,69.6,6.966893138264716,2.464467488119898,3.6331804249169903,0
20240729.png,138,130,94,132.04,125.64,89.44,4.386160051799296,2.924106701199531,2.74342851191716,0
20240729.png,110,110,76,112.24,111.04,77.44,2.045091684986274,1.3705473359209455,1.4718695594379274,0
20240729.png,141,128,94,135.04,127.6,91.76,6.636143458364956,2.4819347291981715,3.023640190234282,0
20240729.png,118,124,80,115.28,121.32,76.48,3.627891949879433,2.7088004725339214,3.4999428566763773,0
